"ID";"Imagen";"Nombre";"Referencia";"Categoría";"Precio base";"Precio final";"Cantidad";"Estado";
"42";"http://yalobox.com/img/p/1/3/2/132.jpg";"Arroba de arroz";"";"Home";"14.500000";"14.5";"0";"1";
"222";"http://yalobox.com/img/p/2/4/2/242.jpg";"Atún Van Camps Aceite de Girasol 184g";"";"Home";"1.543860";"1.54";"4";"1";
"45";"http://yalobox.com/img/p/6/2/62.jpg";"Queso Crema Toni Light 250g";"";"Home";"2.500000";"2.5";"0";"1";
"225";"http://yalobox.com/img/p/2/4/5/245.jpg";"Caramelos American Toffee Cafe Leche";"";"Home";"2.850877";"2.85";"2";"1";
"168";"http://yalobox.com/img/p/1/8/9/189.jpg";"Atún Real con Salsa Sabor a Mayonesa 142g";"";"Home";"1.228070";"1.23";"2";"1";
"345";"http://yalobox.com/img/p/3/6/8/368.jpg";"Esfero BIC Cristal Negro";"";"Home";"0.315789";"0.32";"24";"1";
"110";"http://yalobox.com/img/p/1/3/0/130.jpg";"Coca Cola Sabor Original 2,75lt";"";"Home";"2.192982";"2.19";"1";"0";
"289";"http://yalobox.com/img/p/3/1/1/311.jpg";"Detergente en Polvo Surf Hortensias y Flores Blancas 1kg";"";"Home";"2.675439";"2.68";"1";"1";
"53";"http://yalobox.com/img/p/7/1/71.jpg";"Tallarín/Linguini Don Vittorio 400g";"";"Home";"1.750000";"1.75";"5";"1";
"233";"http://yalobox.com/img/p/2/5/3/253.jpg";"Chupetes Plop Sandia Ácida";"";"Home";"2.368421";"2.37";"1";"1";
"176";"http://yalobox.com/img/p/1/9/7/197.jpg";"BC Color Freeze Crema Control Completo 150ml";"";"Home";"21.052632";"21.05";"2";"1";
"119";"http://yalobox.com/img/p/1/4/0/140.jpg";"Servilletas Familia Mediana 300 u";"";"Home";"1.692982";"1.69";"4";"1";
"297";"http://yalobox.com/img/p/3/1/9/319.jpg";"Aceite Girasol 2 Lt";"";"Home";"5.657895";"5.66";"2";"1";
"62";"http://yalobox.com/img/p/7/9/79.jpg";"Chicle Orbit Sin Azúcar Arandano";"";"Home";"0.789474";"0.79";"11";"1";
"241";"http://yalobox.com/img/p/2/6/1/261.jpg";"Canguil Para Microondas Act II Mantequilla";"";"Home";"1.315789";"1.32";"2";"1";
"184";"http://yalobox.com/img/p/2/0/5/205.jpg";"BC Q10 Time Restore Tratamiento Crema 250ml";"";"Home";"30.701754";"30.7";"1";"1";
"127";"http://yalobox.com/img/p/1/5/7/157.jpg";"Desodorante Spray Dove Clear Tone Women";"";"Home";"6.087719";"6.09";"2";"1";
"305";"http://yalobox.com/img/p/3/2/7/327.jpg";"Jabón Lava Todo 6 Arcoiris Floral Pack 2 Unidades";"";"Home";"1.061404";"1.06";"0";"1";
"70";"http://yalobox.com/img/p/8/9/89.jpg";"Menestra de Lentejas Snob 425g";"";"Home";"1.254386";"1.25";"2";"1";
"249";"http://yalobox.com/img/p/2/6/9/269.jpg";"Cerveza Artesanal Latitud Cero Concordia 330ml";"";"Home";"1.973684";"1.97";"4";"1";
"192";"http://yalobox.com/img/p/2/1/3/213.jpg";"Leche Nutri Descremada Carton 1L";"";"Home";"1.271930";"1.27";"24";"1";
"135";"http://yalobox.com/img/p/1/5/3/153.jpg";"Eliminador de Olores Baño Toque Familia Pacific";"";"Home";"4.070175";"4.07";"1";"1";
"313";"http://yalobox.com/img/p/3/3/5/335.jpg";"Chocolyne Splenda Funda 120g";"";"Home";"3.052632";"3.05";"1";"1";
"78";"http://yalobox.com/img/p/9/7/97.jpg";"Desmaquilladores Tippy's 100x";"";"Home";"2.447368";"2.45";"1";"1";
"257";"http://yalobox.com/img/p/2/7/7/277.jpg";"Horchata ILE Caja 25 Sobres";"";"Home";"1.008772";"1.01";"1";"1";
"20";"http://yalobox.com/img/p/3/7/37.jpg";"Avena con Frutas Nutri 200 ml";"";"Bebidas";"0.429825";"0.43";"4";"1";
"200";"http://yalobox.com/img/p/2/2/1/221.jpg";"Shampoo de Manzanilla Para Mi Bebe 500ml";"";"Home";"4.385965";"4.39";"0";"1";
"144";"http://yalobox.com/img/p/1/6/5/165.jpg";"Desodorante Roll-On Rexona V8 Men";"";"Home";"2.429825";"2.43";"1";"1";
"321";"http://yalobox.com/img/p/3/4/4/344.jpg";"Colcafé Instantáneo Clásico 170g";"";"Home";"6.421053";"6.42";"1";"1";
"86";"http://yalobox.com/img/p/1/0/5/105.jpg";"Pañuelo de Bolsillo Cuidado Gripal Familia 4 u";"";"Home";"2.298246";"2.3";"2";"1";
"265";"http://yalobox.com/img/p/2/8/5/285.jpg";"Aliño ILE Botella 200ml";"";"Home";"0.657895";"0.66";"2";"1";
"28";"http://yalobox.com/img/p/4/6/46.jpg";"Leche Deslactosada Tetrapack Nutri 1 L";"";"Lacteos";"1.650000";"1.65";"12";"1";
"208";"http://yalobox.com/img/p/2/2/9/229.jpg";"Té de Hierba Luisa Pusuquí Caja 25 sobres";"";"Home";"0.877193";"0.88";"5";"1";
"152";"http://yalobox.com/img/p/1/7/3/173.jpg";"Néctar Mango Real 200ml";"";"Home";"0.824561";"0.82";"12";"1";
"329";"http://yalobox.com/img/p/3/5/2/352.jpg";"Jabón Defense Manzanilla Pack 3 Unidades";"";"Home";"1.921053";"1.92";"2";"1";
"94";"http://yalobox.com/img/p/1/1/3/113.jpg";"Margarina Light Bonella 500g";"";"Home";"2.105263";"2.11";"2";"1";
"273";"http://yalobox.com/img/p/2/9/5/295.jpg";"Tequila Jimador Azteca Blanco 750ml";"";"Home";"14.236842";"14.24";"1";"1";
"36";"http://yalobox.com/img/p/5/5/55.jpg";"24k BRILLANT GOLD MICHAEL KORS";"";"Home";"78.947368";"78.95";"1";"1";
"217";"http://yalobox.com/img/p/2/3/7/237.jpg";"Fideo Corbata Chica Don Vittorio 250g";"";"Home";"0.833333";"0.83";"2";"1";
"160";"http://yalobox.com/img/p/1/8/1/181.jpg";"Fideo Spaguetti Real 400g";"";"Home";"1.429825";"1.43";"2";"1";
"337";"http://yalobox.com/img/p/3/6/0/360.jpg";"Caja Archivadora Pendaflex";"";"Home";"2.456140";"2.46";"10";"1";
"102";"http://yalobox.com/img/p/1/2/2/122.jpg";"Shampoo Dove Oleo Nutrición 200ml";"";"Home";"3.377193";"3.38";"2";"1";
"281";"http://yalobox.com/img/p/3/0/3/303.jpg";"Frejol Negro Snob 425g";"";"Home";"1.254386";"1.25";"2";"1";
"105";"http://yalobox.com/img/p/1/2/5/125.jpg";"Jabón Lux Suavidad de Pétalos Pack 3 x 100g";"";"Home";"2.552632";"2.55";"1";"1";
"284";"http://yalobox.com/img/p/3/0/6/306.jpg";"Antitranspirante AXE Gold Temptation 152ml";"";"Home";"4.736842";"4.74";"1";"1";
"48";"http://yalobox.com/img/p/6/5/65.jpg";"Jugo Del Valle Fresh 250ml";"";"Home";"0.307018";"0.31";"2";"1";
"228";"http://yalobox.com/img/p/2/4/8/248.jpg";"Bombones American Relleno Crema Choc.-Manjar/Leche";"";"Home";"4.236842";"4.24";"0";"1";
"171";"http://yalobox.com/img/p/1/9/2/192.jpg";"Detergente en Polvo Deja Aloe Vera 360g";"";"Home";"0.877193";"0.88";"3";"1";
"348";"http://yalobox.com/img/p/3/7/1/371.jpg";"Lavavajillas Tips Limón 250g";"";"Home";"0.736842";"0.74";"2";"1";
"114";"http://yalobox.com/img/p/1/3/6/136.jpg";"Panuelos Faciales Familia Caja Pequeña x 50";"";"Home";"2.131579";"2.13";"2";"1";
"292";"http://yalobox.com/img/p/3/1/4/314.jpg";"Shampoo Dove Oleo Nutrición 400ml";"";"Home";"6.157895";"6.16";"1";"1";
"56";"http://yalobox.com/img/p/7/4/74.jpg";"Yogurt Nutri Mora 1000g";"";"Home";"2.250000";"2.25";"2";"1";
"236";"http://yalobox.com/img/p/2/5/6/256.jpg";"Pastillas Jazz Compact";"";"Home";"0.438596";"0.44";"12";"1";
"179";"http://yalobox.com/img/p/2/0/0/200.jpg";"BC Moisture Kick Shampoo 250ml";"";"Home";"21.929825";"21.93";"2";"1";
"122";"http://yalobox.com/img/p/1/4/3/143.jpg";"Gel Antibacterial Familia 40 ml";"";"Home";"1.622807";"1.62";"3";"1";
"300";"http://yalobox.com/img/p/3/2/2/322.jpg";"Suavizante Perla Soft Armonía 1000ml";"";"Home";"3.122807";"3.12";"1";"1";
"65";"http://yalobox.com/img/p/8/4/84.jpg";"Avena Quaker 500g";"";"Home";"0.842105";"0.84";"2";"1";
"244";"http://yalobox.com/img/p/2/6/4/264.jpg";"Vino Guayasamín Sauvignon Blanc 750ml";"";"Home";"8.771930";"8.77";"0";"1";
"187";"http://yalobox.com/img/p/2/0/8/208.jpg";"BC Repair Rescue Shampoo 250ml";"";"Home";"21.929825";"21.93";"0";"1";
"130";"http://yalobox.com/img/p/1/5/6/156.jpg";"Desodorante Dove Extra Fresh men+care";"";"Home";"6.087719";"6.09";"1";"1";
"308";"http://yalobox.com/img/p/3/3/0/330.jpg";"Jabón Lava Todo 6 Toque de Suavizante Pack 2 Unidades";"";"Home";"1.061404";"1.06";"24";"1";
"73";"http://yalobox.com/img/p/9/2/92.jpg";"Nectar de Naranja Real 1lt";"";"Home";"1.684211";"1.68";"0";"1";
"252";"http://yalobox.com/img/p/2/7/2/272.jpg";"Cerveza Sol 330ml";"";"Home";"1.754386";"1.75";"6";"1";
"195";"http://yalobox.com/img/p/2/1/6/216.jpg";"Café Buen Día 50g";"";"Home";"3.008772";"3.01";"0";"1";
"139";"http://yalobox.com/img/p/1/6/1/161.jpg";"Desodorante Spray Rexona Antibacterial Women";"";"Home";"4.736842";"4.74";"1";"1";
"316";"http://yalobox.com/img/p/3/3/8/338.jpg";"Chocolisto Tarro 300g";"";"Home";"3.245614";"3.25";"2";"1";
"81";"http://yalobox.com/img/p/1/0/0/100.jpg";"Servilletas Familia Normal 350 u";"";"Home";"2.807018";"2.81";"2";"1";
"260";"http://yalobox.com/img/p/2/8/0/280.jpg";"Té de Hierba Luisa ILE Caja 25 sobres";"";"Home";"1.008772";"1.01";"1";"1";
"23";"http://yalobox.com/img/p/4/0/40.jpg";"Bebida Nectar Premium Naranja Nutri 1 L";"";"Bebidas";"1.657895";"1.66";"5";"1";
"203";"http://yalobox.com/img/p/2/2/4/224.jpg";"Néctar de Mora Sunny 237ml";"";"Home";"0.614035";"0.61";"7";"1";
"147";"http://yalobox.com/img/p/1/6/8/168.jpg";"Shampoo Sedal Ceramidas 200ml";"";"Home";"2.657895";"2.66";"1";"1";
"324";"http://yalobox.com/img/p/3/4/7/347.jpg";"Colcafé Instantáneo Descafeinado 170g";"";"Home";"9.596491";"9.6";"1";"1";
"89";"http://yalobox.com/img/p/1/0/8/108.jpg";"Desodorante AXE Gold Temptation 150ml";"";"Home";"4.736842";"4.74";"2";"1";
"268";"http://yalobox.com/img/p/2/9/0/290.jpg";"Margarina Light Bonella 250g";"";"Home";"1.096491";"1.1";"1";"1";
"31";"http://yalobox.com/img/p/5/0/50.jpg";"Leche Semidescremada Tetrapack Nutri 900 ml";"";"Lacteos";"1.000000";"1";"5";"1";
"212";"http://yalobox.com/img/p/2/3/2/232.jpg";"Mayonesa Alacena Sachet 220 cm³";"";"Home";"1.307018";"1.31";"1";"1";
"155";"http://yalobox.com/img/p/1/7/6/176.jpg";"Atún Isabel en Aceite Girasol Tripack";"";"Home";"2.298246";"2.3";"0";"1";
"332";"http://yalobox.com/img/p/3/5/5/355.jpg";"Clavo de Acero 50mm Caja";"";"Ferretería";"4.228070";"4.23";"1";"1";
"97";"http://yalobox.com/img/p/1/1/7/117.jpg";"Detergente en Polvo Deja Brisas de Primavera 360g";"";"Home";"0.877193";"0.88";"6";"1";
"276";"http://yalobox.com/img/p/2/9/7/297.jpg";"Papel Higiénico Familia Grande Pack 12";"";"Home";"6.228070";"6.23";"2";"1";
"39";"http://yalobox.com/img/p/6/0/60.jpg";"Fahrenheit Dior";"";"Home";"78.947368";"78.95";"1";"1";
"220";"http://yalobox.com/img/p/2/4/0/240.jpg";"Fideo Sopa de Letras Don Vittorio 250g";"";"Home";"0.833333";"0.83";"1";"1";
"163";"http://yalobox.com/img/p/1/8/5/185.jpg";"Fideo Tallarín Real 400g";"";"Home";"1.429825";"1.43";"1";"1";
"340";"http://yalobox.com/img/p/3/6/3/363.jpg";"Archivador Acordeón 13 Div";"";"Home";"7.763158";"7.76";"1";"1";
"166";"http://yalobox.com/img/p/1/8/7/187.jpg";"Mermelada Piña Snob Sachet 240g";"";"Home";"1.271930";"1.27";"2";"1";
"343";"http://yalobox.com/img/p/3/6/6/366.jpg";"Ambiental Tips Cereza";"";"Home";"1.114035";"1.11";"3";"1";
"108";"http://yalobox.com/img/p/1/2/8/128.jpg";"Desodorante Stick Rexona Sportfan 50g";"";"Home";"3.991228";"3.99";"1";"1";
"287";"http://yalobox.com/img/p/3/0/9/309.jpg";"Detergente en Polvo Surf Limón 1kg";"";"Home";"2.675439";"2.68";"0";"1";
"51";"http://yalobox.com/img/p/6/9/69.jpg";"Salsa de Tomate Los Andes 395g";"";"Home";"2.008772";"2.01";"2";"1";
"231";"http://yalobox.com/img/p/2/5/1/251.jpg";"Chupetes Plop Fresa Ácida";"";"Home";"2.368421";"2.37";"1";"1";
"174";"http://yalobox.com/img/p/1/9/5/195.jpg";"Saloon In For Men Pack Anticaspa";"";"Home";"0.000000";"0";"2";"0";
"117";"http://yalobox.com/img/p/1/3/9/139.jpg";"Servilletas Familia Mediana 100 u";"";"Home";"0.578947";"0.58";"3";"1";
"295";"http://yalobox.com/img/p/3/1/7/317.jpg";"Aceite con Achiote La Favorita 1/2 Lt";"";"Home";"1.754386";"1.75";"2";"1";
"59";"http://yalobox.com/img/p/7/6/76.jpg";"Tips Tanque Brisa Mar Triple";"";"Home";"6.228070";"6.23";"2";"0";
"239";"http://yalobox.com/img/p/2/5/9/259.jpg";"Manitoba Maní Japonés";"";"Home";"0.657895";"0.66";"0";"1";
"182";"http://yalobox.com/img/p/2/0/3/203.jpg";"BC Q10 Time Restore Acondicionador 200ml";"";"Home";"21.929825";"21.93";"1";"1";
"125";"http://yalobox.com/img/p/1/4/5/145.jpg";"Pañitos Antibacteriales Fres Kids Familia Minilata";"";"Home";"2.657895";"2.66";"1";"1";
"303";"http://yalobox.com/img/p/3/2/5/325.jpg";"Detergente Líquido Perla Soft Bebe Practipack 210ml";"";"Home";"0.701754";"0.7";"3";"1";
"68";"http://yalobox.com/img/p/8/7/87.jpg";"Maiz Dulce Snob 425g";"";"Home";"1.254386";"1.25";"3";"1";
"247";"http://yalobox.com/img/p/2/6/7/267.jpg";"Cerveza Artesanal Latitud Cero Apachita 330ml";"";"Home";"1.973684";"1.97";"4";"1";
"190";"http://yalobox.com/img/p/2/1/1/211.jpg";"Strait Theray Crema 500ml";"";"Home";"43.859649";"43.86";"1";"1";
"133";"http://yalobox.com/img/p/1/5/1/151.jpg";"Protectores Diarios Nosotras 5 u";"";"Home";"0.464912";"0.46";"6";"1";
"311";"http://yalobox.com/img/p/3/3/3/333.jpg";"Desinfectante Olimpia Campiña Floral 70ml";"";"Home";"0.219298";"0.22";"2";"1";
"76";"http://yalobox.com/img/p/9/5/95.jpg";"Protectores Diarios Nosotras 15 u";"";"Home";"1.631579";"1.63";"6";"1";
"255";"http://yalobox.com/img/p/2/7/5/275.jpg";"Comino ILE Sobre 50g";"";"Home";"0.508772";"0.51";"12";"1";
"198";"http://yalobox.com/img/p/2/1/9/219.jpg";"Papel Higiénico Húmedo Pompi Fresh Kids 50 Unidades";"";"Home";"3.947368";"3.95";"3";"1";
"142";"http://yalobox.com/img/p/1/6/3/163.jpg";"Desodorante Spray Rexona V8 Men";"";"Home";"4.736842";"4.74";"1";"1";
"319";"http://yalobox.com/img/p/3/4/1/341.jpg";"Bombones de Chocolate Montblanc Estuche 12 Unidades";"";"Home";"7.824561";"7.82";"1";"1";
"84";"http://yalobox.com/img/p/1/0/3/103.jpg";"Papel Higiénico Familia Grande 4 Rollos";"";"Home";"2.508772";"2.51";"3";"1";
"263";"http://yalobox.com/img/p/2/8/3/283.jpg";"Chimichurri ILE Botella 200ml";"";"Home";"0.701754";"0.7";"2";"1";
"26";"http://yalobox.com/img/p/4/3/43.jpg";"Leche Entera Funda Nutri 1 L";"";"Lacteos";"0.850000";"0.85";"24";"1";
"206";"http://yalobox.com/img/p/2/2/7/227.jpg";"Té de Toronjil Pusuquí Caja 25 sobres";"";"Home";"0.877193";"0.88";"3";"1";
"150";"http://yalobox.com/img/p/1/7/1/171.jpg";"Tinapa Real En Salsa De Tomate";"";"Home";"0.824561";"0.82";"5";"1";
"327";"http://yalobox.com/img/p/3/5/0/350.jpg";"Colcafé Capuccino French Vainilla Lata 270g";"";"Home";"6.763158";"6.76";"1";"1";
"92";"http://yalobox.com/img/p/1/1/1/111.jpg";"Desodorante AXE Musk 150ml";"";"Home";"4.736842";"4.74";"4";"1";
"271";"http://yalobox.com/img/p/2/9/3/293.jpg";"Pilas Energizer Alkalina D2";"";"Home";"3.771930";"3.77";"2";"1";
"34";"http://yalobox.com/img/p/5/3/53.jpg";"Yogurt Nutri Mora 200 g con cereal";"";"Alimentación";"0.650000";"0.65";"0";"1";
"215";"http://yalobox.com/img/p/2/3/5/235.jpg";"Fideo Spaguetti Don Vittorio 400g";"";"Home";"1.535088";"1.54";"4";"1";
"158";"http://yalobox.com/img/p/1/7/9/179.jpg";"Mermelada Piña Snob Frasco 290g";"";"Home";"1.692982";"1.69";"0";"1";
"335";"http://yalobox.com/img/p/3/5/8/358.jpg";"Notas Adhesivas Memo Tip";"";"Home";"2.710526";"2.71";"5";"1";
"100";"http://yalobox.com/img/p/1/2/0/120.jpg";"Antitranspirante Stick Dove Clear Tone 50g";"";"Home";"4.833333";"4.83";"3";"1";
"279";"http://yalobox.com/img/p/3/0/1/301.jpg";"Encendedor BIC Maxi";"";"Home";"1.254386";"1.25";"13";"1";
"223";"http://yalobox.com/img/p/2/4/3/243.jpg";"Atún Van Camps en Agua 184g";"";"Home";"1.482456";"1.48";"5";"1";
"46";"http://yalobox.com/img/p/6/3/63.jpg";"Galletas Amor Chocolate Nestle 175g";"";"Home";"1.140351";"1.14";"0";"1";
"226";"http://yalobox.com/img/p/2/4/6/246.jpg";"Caramelos American Toffee Frutos Secos";"";"Home";"2.850877";"2.85";"2";"1";
"169";"http://yalobox.com/img/p/1/9/0/190.jpg";"Jabón en Barra Deja Floral 350g";"";"Home";"0.807018";"0.81";"3";"1";
"346";"http://yalobox.com/img/p/3/6/9/369.jpg";"Esfero BIC Cristal Azul";"";"Home";"0.315789";"0.32";"28";"1";
"112";"http://yalobox.com/img/p/1/3/4/134.jpg";"Papel Higiénico Familia Ultrasuave x4";"";"Home";"4.728070";"4.73";"2";"1";
"290";"http://yalobox.com/img/p/3/1/2/312.jpg";"Detergente Líquido Deja Baby 1,9 Lt";"";"Home";"6.692982";"6.69";"1";"1";
"54";"http://yalobox.com/img/p/7/2/72.jpg";"Leche Saborizada de Chocolate Nutri 200ml";"";"Home";"0.482456";"0.48";"0";"1";
"234";"http://yalobox.com/img/p/2/5/4/254.jpg";"Pastillas Jazz La Voz Compact";"";"Home";"0.438596";"0.44";"12";"1";
"177";"http://yalobox.com/img/p/1/9/8/198.jpg";"BC Color Freeze Shampoo Sin Sal 250ml";"";"Home";"21.929825";"21.93";"2";"1";
"120";"http://yalobox.com/img/p/1/4/1/141.jpg";"Toallas Familia Multicortes Rollo 90 cortes";"";"Home";"1.175439";"1.18";"3";"1";
"298";"http://yalobox.com/img/p/3/2/0/320.jpg";"Detergente Líquido Ciclón 3000ml";"";"Home";"8.929825";"8.93";"1";"1";
"63";"http://yalobox.com/img/p/8/1/81.jpg";"Chicle Orbit Sin Azúcar Menta";"";"Home";"0.789474";"0.79";"8";"1";
"242";"http://yalobox.com/img/p/2/6/2/262.jpg";"Canguil Para Microondas Act II Mantequilla Extra 91g";"";"Home";"1.315789";"1.32";"3";"1";
"185";"http://yalobox.com/img/p/2/0/6/206.jpg";"BC Repair Rescue Acondicionador Spray 200ml";"";"Home";"28.947368";"28.95";"1";"1";
"128";"http://yalobox.com/img/p/1/4/7/147.jpg";"Gel Antibacterial Fres kids Sandía Explosiva Familia 60 ml";"";"Home";"1.877193";"1.88";"1";"1";
"306";"http://yalobox.com/img/p/3/2/8/328.jpg";"Jabón Lava Todo 6 Limón Pack 2 Unidades";"";"Home";"1.061404";"1.06";"1";"1";
"71";"http://yalobox.com/img/p/9/0/90.jpg";"Atún Isabel en Aceite de Girasol 175g";"";"Home";"1.447368";"1.45";"5";"1";
"250";"http://yalobox.com/img/p/2/7/0/270.jpg";"Cerveza Artesanal Latitud Cero Catequilla 330ml";"";"Home";"1.973684";"1.97";"4";"1";
"193";"http://yalobox.com/img/p/2/1/4/214.jpg";"Aceite de Oliva Rafael Salgado 250ml";"";"Home";"3.070175";"3.07";"1";"1";
"136";"http://yalobox.com/img/p/1/5/8/158.jpg";"Desodorante Dove Stick Clean Comfort Men";"";"Home";"4.833333";"4.83";"1";"1";
"314";"http://yalobox.com/img/p/3/3/6/336.jpg";"Canasta Navideña";"";"Alimentación";"129.771930";"129.77";"61";"1";
"79";"http://yalobox.com/img/p/9/8/98.jpg";"Desmaquilladores Tippy's 50x";"";"Home";"2.017544";"2.02";"2";"1";
"258";"http://yalobox.com/img/p/2/7/8/278.jpg";"Té Manzanilla ILE Caja 25 sobres";"";"Home";"1.008772";"1.01";"1";"1";
"21";"http://yalobox.com/img/p/3/8/38.jpg";"Avena con Fruta Nutri 1 L";"";"Bebidas";"1.307018";"1.31";"1";"1";
"201";"http://yalobox.com/img/p/2/2/2/222.jpg";"Rinse Para Mi Bebe 250ml";"";"Home";"2.807018";"2.81";"2";"1";
"145";"http://yalobox.com/img/p/1/6/7/167.jpg";"Jabón Rexona Aqua Fresh";"";"Home";"2.552632";"2.55";"2";"1";
"322";"http://yalobox.com/img/p/3/4/5/345.jpg";"Colcafé Capuccino Clásico Lata 270g";"";"Home";"6.763158";"6.76";"1";"1";
"87";"http://yalobox.com/img/p/1/0/6/106.jpg";"Atún Real Lomitos en Aceite de Girasol Pack x 3";"";"Home";"2.666667";"2.67";"2";"1";
"266";"http://yalobox.com/img/p/2/8/6/286.jpg";"Aceite con Achiote Sazonado ILE Botella 420ml";"";"Home";"1.491228";"1.49";"2";"1";
"29";"http://yalobox.com/img/p/4/8/48.jpg";"Leche Entera Nutri Tetrapack Cartón 1L";"";"Lacteos";"1.350000";"1.35";"8";"1";
"210";"http://yalobox.com/img/p/2/3/0/230.jpg";"Té de Cedrón Pusuquí Caja 25 sobres";"";"Home";"0.877193";"0.88";"2";"1";
"153";"http://yalobox.com/img/p/1/7/4/174.jpg";"Néctar Naranja Real 200ml";"";"Home";"0.596491";"0.6";"12";"1";
"330";"http://yalobox.com/img/p/3/5/3/353.jpg";"Cemento Holcim Fuerte Tipo GU Saco";"";"Ferretería";"7.254386";"7.25";"20";"1";
"95";"http://yalobox.com/img/p/1/1/4/114.jpg";"Margarina Vital Bonella 250g";"";"Home";"1.096491";"1.1";"6";"1";
"274";"http://yalobox.com/img/p/2/9/8/298.jpg";"Tequila Jimador Azteca Oro 750ml";"";"Home";"14.236842";"14.24";"2";"1";
"37";"http://yalobox.com/img/p/5/8/58.jpg";"SEXY AMBER MICHAEL KORS";"";"Cuidado Personal";"78.947368";"78.95";"1";"1";
"218";"http://yalobox.com/img/p/2/3/8/238.jpg";"Fideo Canuto Rayado Don Vittorio 250g";"";"Home";"0.833333";"0.83";"1";"1";
"161";"http://yalobox.com/img/p/1/8/2/182.jpg";"Fideo Macarrón Real 400g";"";"Home";"1.429825";"1.43";"0";"1";
"338";"http://yalobox.com/img/p/3/6/1/361.jpg";"Archivador Oficio Negro Único";"";"Home";"2.149123";"2.15";"40";"1";
"103";"http://yalobox.com/img/p/1/2/3/123.jpg";"Shampoo Dove Reconstrucción Completa 200ml";"";"Home";"3.377193";"3.38";"2";"1";
"282";"http://yalobox.com/img/p/3/0/4/304.jpg";"Antitranspirante AXE Urban 152ml";"";"Home";"4.736842";"4.74";"1";"1";